step,train_loss,train_bpc,avg_val_loss,avg_val_bpc
1,8.865869522094727,12.790745992694667,,
2,8.138452529907227,11.741305105407394,,
3,7.660152435302734,11.05126393086477,,
4,7.360638618469238,10.61915683264136,,
5,7.169229030609131,10.343011169456984,,
6,7.030137062072754,10.14234387622207,,
7,6.977248191833496,10.066041365409673,,
8,6.8016557693481445,9.812715048272375,,
9,6.779351234436035,9.780536406365341,,
10,6.638008117675781,9.576621392751532,,
11,6.560490608215332,9.464787266270879,,
12,6.478700637817383,9.346789281583304,,
13,6.398065567016602,9.230457464817285,,
14,6.392402172088623,9.222286913040096,,
15,6.293729305267334,9.079932057406724,,
16,6.255655288696289,9.025002862512952,,
17,6.1890869140625,8.928964998548746,,
18,6.200146198272705,8.94492017303459,,
19,6.073507785797119,8.762219563370012,,
20,6.121138095855713,8.83093557548755,,
21,6.033686637878418,8.704769790745196,,
22,6.00358247756958,8.66133866795751,,
23,6.035519599914551,8.707414195984864,,
24,6.021686553955078,8.687457329178743,,
25,5.978698253631592,8.625438321485804,,
26,5.926841735839844,8.55062518042988,,
27,5.890109062194824,8.497631134323615,,
28,6.004607200622559,8.662817030824327,,
29,5.877577304840088,8.479551630134313,,
30,5.943026542663574,8.573974920972221,,
31,5.98525333404541,8.634895303491447,,
32,5.958930969238281,8.596920158319733,,
33,5.881854057312012,8.485721679716669,,
34,5.975268363952637,8.620490036655179,,
35,5.914939880371094,8.533454432567735,,
36,5.838822841644287,8.423640758269418,,
37,5.91126823425293,8.52815736692116,,
38,5.914986610412598,8.533521849766874,,
39,5.8413896560668945,8.427343888707796,,
40,5.920734405517578,8.541814165260876,,
41,5.995039939880371,8.649014391196681,,
42,5.898850440979004,8.510242278146084,,
43,5.875258445739746,8.476206223609731,,
44,5.950788497924805,8.585173055335199,,
45,5.888035774230957,8.49464001205981,,
46,5.843308925628662,8.430112809386689,,
47,5.921795845031738,8.543345498784157,,
48,5.858780860900879,8.45243409367687,,
49,5.825343132019043,8.404193648040456,,
50,5.778197765350342,8.336177261346629,,
51,5.8660807609558105,8.462965623285106,,
52,5.831687927246094,8.413347252649977,,
53,5.800987243652344,8.369055528677373,,
54,5.907096862792969,8.52213935000217,,
