step,train_loss,train_bpc,avg_val_loss,avg_val_bpc
5001,4.029635429382324,5.813535050560348,,
5002,4.14462423324585,5.97942882765201,,
5003,4.161215305328369,6.003364685068492,,
5004,4.1291093826293945,5.957045629607517,,
5005,4.058300495147705,5.854889998786819,,
5006,4.075936317443848,5.880333112155463,,
5007,4.160162925720215,6.001846422226675,,
5008,4.035892009735107,5.822561388008232,,
5009,4.1915435791015625,6.047119135239801,,
5010,4.0432562828063965,5.833185788247933,,
5011,4.075052261352539,5.879057688816665,,
5012,4.055097579956055,5.850269168923437,,
5013,4.133297920227051,5.963088412028233,,
5014,4.146466255187988,5.9820863035731415,,
5015,4.081195831298828,5.88792098671153,,
5016,4.099323749542236,5.914074044462936,,
5017,4.171341896057129,6.017974267293986,,
5018,4.188751220703125,6.04309061362599,,
5019,3.991882801055908,5.759069520893304,,
5020,4.140561580657959,5.973567658910605,,
5021,4.011950492858887,5.788021080339549,,
5022,4.012142658233643,5.78829831637274,,
5023,4.119403839111328,5.943043490104871,,
5024,4.134670257568359,5.965068276304965,,
5025,4.087373733520508,5.8968338156098445,,
5026,4.11978816986084,5.9435979621712525,,
5027,3.9426188468933105,5.687996658528343,,
5028,4.115495681762695,5.9374052108789845,,
5029,4.042911052703857,5.8326877264910335,,
5030,4.108370780944824,5.927126151802216,,
5031,4.141921043395996,5.975528949061045,,
5032,4.116339683532715,5.938622848047093,,
5033,4.007599830627441,5.781744401513659,,
5034,4.15366792678833,5.9924761194770655,,
5035,4.11865234375,5.941959311473831,,
5036,4.078058242797852,5.883394403340821,,
5037,4.090231418609619,5.900956583716328,,
5038,4.073237419128418,5.876439424939929,,
5039,4.028995513916016,5.812611847690516,,
5040,4.110166072845459,5.92971621052421,,
5041,4.1928277015686035,6.048971732354895,,
5042,4.0505828857421875,5.843755841969961,,
5043,4.108345031738281,5.9270890035496295,,
5044,4.1716508865356445,6.018420046325022,,
5045,4.063892364501953,5.862957360973492,,
5046,4.109092712402344,5.928167678735841,,
5047,4.024099349975586,5.8055481762542795,,
5048,4.122034072875977,5.946838115313508,,
5049,4.007978439331055,5.7822906184128,,
5050,4.022312164306641,5.802969812352544,,
5051,4.111239433288574,5.931264742312578,,
5052,4.064044952392578,5.863177498766596,,
5053,4.0152153968811035,5.792731341181379,,
5054,4.038405418395996,5.826187470219023,,
5055,4.080583572387695,5.887037683816699,,
5056,4.036527633666992,5.8234783995026325,,
5057,3.9674735069274902,5.7238543533026345,,
5058,4.189754486083984,6.0445380196156515,,
5059,4.132168769836426,5.96145939235926,,
5060,4.197665214538574,6.055950788326908,,
5061,3.9503490924835205,5.699149045506192,,
5062,4.148460865020752,5.984963917287378,,
5063,4.083344459533691,5.891020802010681,,
5064,4.096245288848877,5.909632764487054,,
5065,4.063007354736328,5.861680561773486,,
5066,3.9755191802978516,5.735461806374667,,
5067,4.026080131530762,5.808405839981016,,
5068,4.087185859680176,5.896562770952085,,
5069,4.042816162109375,5.832550828300947,,
5070,4.063471794128418,5.862350606181248,,
5071,4.088462829589844,5.898405049108127,,
5072,4.081676483154297,5.888614420759809,,
5073,3.9327280521392822,5.673727257986255,,
5074,4.089963436126709,5.900569966717188,,
5075,4.000431060791016,5.771402052821374,,
5076,4.004952430725098,5.7779250108032985,,
5077,3.994316577911377,5.762580718693319,,
5078,4.141436576843262,5.9748300115679385,,
5079,4.018892765045166,5.798036661995195,,
5080,4.060653209686279,5.858284248384248,,
5081,4.144614219665527,5.979414381109337,,
5082,4.014716625213623,5.7920117657701695,,
5083,4.100057601928711,5.915132769661647,,
5084,4.087874412536621,5.897556142743468,,
5085,4.070885181427002,5.873045863273104,,
5086,4.0914716720581055,5.902745891215904,,
5087,4.076503753662109,5.8811517495735695,,
5088,4.078001022338867,5.883311851668407,,
5089,4.150249481201172,5.987544344980924,,
5090,4.143675327301025,5.978059845751142,,
5091,4.145008087158203,5.979982611787788,,
5092,4.060421466827393,5.8579499141109705,,
5093,4.0875654220581055,5.897110363712431,,
5094,4.065484046936035,5.865253673327812,,
5095,4.031427383422852,5.816120293768118,,
5096,4.126026153564453,5.9525974703256015,,
5097,4.028194427490234,5.811456124276718,,
5098,4.05846643447876,5.85512939863682,,
5099,4.216753005981445,6.083488650383061,,
5100,4.1292033195495605,5.957181151936397,,
5101,4.106138229370117,5.923905260716857,,
5102,4.162212371826172,6.004803147960309,,
5103,4.134426116943359,5.964716055835998,,
5104,4.109282493591309,5.928441475116014,,
5105,4.0674543380737305,5.868096202581272,,
5106,3.977541923522949,5.7383800079945075,,
5107,4.1685872077941895,6.014000092197848,,
5108,4.070605754852295,5.872642735939482,,
5109,4.0690741539001465,5.870433102841196,,
5110,4.0435051918029785,5.833544888022934,,
5111,4.166936874389648,6.0116191643793035,,
5112,4.063751220703125,5.86275373351487,,
5113,4.022489547729492,5.803225722537028,,
5114,4.02994441986084,5.813980829591385,,
5115,4.152434349060059,5.9906964430059375,,
5116,4.15259313583374,5.990925523896887,,
5117,4.111481189727783,5.9316135231285285,,
5118,4.054836273193359,5.849892182952746,,
5119,4.10854434967041,5.927376558541872,,
5120,4.039374828338623,5.827586033135839,,
5121,4.141074180603027,5.974307184309315,,
5122,4.111678123474121,5.9318976384677535,,
5123,4.117488384246826,5.940280072870807,,
5124,3.979048013687134,5.7405528368055085,,
5125,4.0844831466674805,5.892663580291723,,
5126,4.172813415527344,6.020097221136236,,
